vector,label
"[35.397204109404036, 35.892924388504326, 34.7639786516851, 34.67392358501481, 34.50769308825591]",0
"[34.66220720440378, 34.861911484793715, 35.358091283794295, 35.05731029651487, 34.70637150294296]",0
"[35.10202049643519, 34.58177284527521, 34.45084424437976, 36.82750908936018, 54.18381426430875]",1
"[35.23179991911056, 34.551814636845364, 35.17985913859593, 34.54985712579826, 34.6307636318171]",0
"[34.82959617245808, 34.51570984860766, 35.06100492738111, 35.33762806550092, 34.49834667675447]",0
"[35.36255463709697, 34.90583447273786, 34.57411763466984, 35.37020155086971, 34.965800720003735]",0
"[35.052326307401366, 34.59174837360469, 35.261235172405854, 34.85212180566925, 35.16273123121847]",0
"[35.43893209901044, 34.644195701258504, 34.7785783455541, 34.88229002564222, 35.41133812804813]",0
"[35.1274105536629, 34.78988445150818, 35.51350858294855, 34.56272846231802, 34.86689493726674]",0
"[35.36094035702433, 35.166674912795166, 35.19521947327526, 35.28005861733223, 35.09503525929421]",0
"[34.929758844819396, 34.846857356498674, 34.935889913925045, 35.189976233636, 35.34730042402922]",0
"[34.38126912103734, 34.371801812562204, 35.325332383542666, 35.027729773565426, 35.309435252757275]",0
"[36.647494301546125, 57.59502899178939, 37.30451393192418, 34.8994443704545, 35.20012933006677]",1
"[35.59732349419863, 35.19173347662273, 37.109506958611526, 53.021789063988834, 37.3715329057927]",1
"[35.05306817839776, 34.90946378369956, 34.859256840526754, 35.20968966373336, 34.51909883257362]",0
"[58.14375746961756, 36.52566503123316, 34.71931402682992, 35.25072493477053, 34.736409490267576]",1
"[35.158392608463366, 34.95973112205281, 35.65292371354045, 34.93542636704036, 34.8278691089243]",0
"[35.202281576808666, 34.2897054676611, 35.26030819942856, 35.19402575092325, 35.303757782919824]",0
"[35.14371584528269, 34.42659616130291, 35.05090741048929, 35.1222318465778, 35.06364768728254]",0
"[33.71837421986155, 34.81298548429537, 34.89618794607164, 35.356313503285826, 35.142982949646985]",0
"[35.13149525266124, 35.0120070971092, 35.199001863168725, 35.11791430544252, 34.70775356520565]",0
"[34.786832596376925, 34.95851734660539, 34.65638566834106, 35.08228657911412, 34.560641515218684]",0
"[34.697434667133884, 34.51128865293833, 34.977043726463485, 35.008059753926574, 35.27554563803023]",0
"[34.57240688754725, 35.40201170460774, 34.93509566248378, 35.15143035791929, 34.54456219823234]",0
"[34.53363162559805, 34.82681248277026, 34.507478701605514, 34.30693946975192, 36.13726236852258]",0
"[36.97538647611417, 54.82659344748663, 36.78522898451955, 35.00240977328378, 35.38019070155475]",1
"[35.41713092713203, 35.327045609976054, 34.9230885538245, 35.98722145889226, 54.849018325981035]",1
"[37.73302225296309, 61.21715988129638, 38.09536181913386, 34.47343616898581, 35.25606548156505]",1
"[35.779241998406256, 34.7895014443321, 35.536377706483144, 34.95538355422278, 35.91453471983612]",0
"[34.54946592173219, 35.02298042067593, 35.40648078026616, 34.63289413274901, 35.115931984814054]",0
"[34.74984796228077, 35.12187025671097, 34.435679374942886, 34.781402050782035, 35.00110722343517]",0
"[34.88332117178155, 34.60740282756674, 34.89457684888339, 35.5581600136462, 35.423631751537584]",0
"[34.749366415039866, 35.12847748473897, 34.921584401329845, 34.62586192237575, 34.651909701106824]",0
"[35.0357044910245, 35.53002595721128, 35.4929806512205, 34.33519933097287, 34.236903251382934]",0
"[34.93867912618943, 35.361672353740865, 35.435701301233195, 35.521436948593774, 34.89306816644188]",0
"[34.77510414264409, 35.631196722222995, 35.515691354480715, 34.93215877575571, 34.26391195734279]",0
"[34.62758198770341, 35.45575975011797, 34.428049448533024, 35.36013575232857, 34.64856273234924]",0
"[35.25401486137071, 35.22498616067513, 34.49325069756287, 35.223230466348035, 35.13108782381433]",0
"[34.50305162669162, 34.91233451623147, 35.298414322371215, 35.014802428166014, 35.39385888625444]",0
"[35.75735892817294, 35.44350053034329, 34.631214689602196, 34.45650408627076, 35.1414713637073]",0
"[35.452599373314754, 34.618894084358175, 35.0264710064198, 34.581767081087385, 35.02372945438776]",0
"[37.795713563636, 54.365058380353815, 36.987543194941054, 34.19172193723758, 34.92557081334262]",1
"[34.929366529572945, 35.411577361869654, 34.47121633675052, 34.94172764062784, 34.96503869271296]",0
"[34.443676440756064, 35.812734046137464, 34.7291068255845, 36.16776497440853, 58.5829386075421]",1
"[35.407334220689236, 35.001864349699034, 35.01421386885956, 34.392741755589526, 34.87649655788969]",0
"[34.612912861068764, 34.693811903394376, 34.451864625643445, 34.53640450882356, 34.79221974862914]",0
"[34.84266159908509, 35.03147578254029, 35.19366075951696, 34.7108947663002, 34.30666020257539]",0
"[35.365434900416, 35.216920490589956, 34.01280404525491, 34.99328488806208, 35.25979489362594]",0
"[34.73438588924472, 34.65479135738335, 34.398631298204755, 34.834223168750114, 35.02150358822336]",0
"[34.7836750708135, 35.26885995764044, 35.41832720107507, 34.79779281032421, 35.8079857600939]",0
"[35.2165291164554, 35.01743437978751, 34.60724131615313, 38.236700405169145, 64.74142566842252]",1
"[34.40399077327129, 34.51164592678573, 35.005929967822546, 35.35898737843435, 34.43180873046023]",0
"[35.36701937238814, 34.981571619844544, 34.608074105758625, 34.83218248424742, 34.83898984049143]",0
"[34.76690327673259, 35.33008785186168, 35.35558764595591, 35.330636598638925, 34.65364004288725]",0
"[34.98717039512492, 34.46794451238056, 34.868912513351596, 34.46655620194064, 35.40648740035091]",0
"[34.73902788834191, 35.05799476215912, 35.30231254740877, 35.18899280485832, 34.73350561411264]",0
"[36.158239576356195, 52.21248004336599, 37.51602383146242, 34.136141155931156, 35.05482866534895]",1
"[35.36538184559208, 35.241756911855035, 34.86539866027135, 35.585209606814054, 34.887393406789656]",0
"[35.2897871811232, 34.94249280304396, 35.00660765408105, 35.52303316012082, 34.733816108962685]",0
"[34.235219677626624, 34.945547812822525, 35.26370031204734, 35.06754139304238, 34.88372320907339]",0
"[34.788875980699785, 35.45930111907222, 35.39391957611125, 35.470947513727936, 35.41232635935861]",0
"[34.86517649774824, 34.334015238630336, 34.45683909943256, 35.444325005363176, 35.10167552731319]",0
"[35.360657517940865, 34.86611723258202, 35.58466733281283, 35.3766739234883, 34.75777066479811]",0
"[35.020716326324425, 34.99060572313349, 35.24903641977463, 34.712115906752246, 35.040405743543964]",0
"[34.87845092585168, 35.90770828085157, 34.790798072160264, 35.56163452194454, 35.225716697598585]",0
"[35.17716996382713, 34.9488419008457, 35.0535384884449, 34.8863608657197, 34.38959629164676]",0
"[34.87207587546683, 34.89366002726827, 34.72722829613132, 35.78381339006036, 35.08596421441804]",0
"[34.96675842236481, 35.5844057903716, 34.32892592576986, 34.79980743534059, 35.78727217269642]",0
"[34.705323087911424, 35.09633190570245, 34.741992668760325, 35.92002455610159, 34.86833840161255]",0
"[34.53978868962856, 34.65071404444775, 34.71024279265755, 35.0111529508259, 34.86833317676846]",0
"[35.27373867114984, 35.378848620313214, 34.9354779932522, 34.97475565286553, 35.629247476303654]",0
"[35.385941940923765, 35.2571117972718, 34.88736763867699, 34.37984977000191, 34.55369712768624]",0
"[34.79260178974159, 35.21164164763082, 34.78193823210042, 35.36963061962138, 34.87617068277515]",0
"[35.4774225119862, 34.945848503515755, 35.4099474274774, 35.07631789939911, 34.595610394696735]",0
"[34.70033793989519, 34.3508706857227, 37.242489919281304, 54.98373299936024, 37.80244115724426]",1
"[34.77815361393281, 34.533844882841365, 35.1924796133676, 34.922464291557716, 34.77526364338262]",0
"[34.98642052043835, 34.49172450092444, 38.32722524647019, 56.99783656155557, 35.66084436803353]",1
"[34.52305520247021, 34.677469394254764, 34.95888349799428, 35.034359794253696, 34.61192642549981]",0
"[34.79082523274922, 34.90837170289327, 34.32457114596183, 35.25084034257333, 34.6985354408139]",0
"[35.310517129515034, 35.34336921508281, 35.04823568266864, 34.89653523269861, 34.233187703183305]",0
"[35.89888506415066, 34.877479962272844, 35.224410814115835, 35.49523364131137, 34.921446503148545]",0
"[34.616718768870555, 35.89770598049465, 35.52450496719941, 34.8185122065436, 35.18915792378002]",0
"[34.88413836066655, 34.938336947471015, 34.88531177582597, 34.794663243755885, 34.58768444251462]",0
"[34.65604915277641, 35.02725857424722, 35.65562967341819, 35.85846935181788, 35.361623749603986]",0
"[35.1423529270308, 34.992173247589214, 35.14498179894232, 34.8056104077994, 34.82422825154492]",0
"[34.26910956988119, 35.6556353945161, 35.68597060941697, 35.2249829311666, 35.38254887240206]",0
"[35.08696064624701, 34.96310124704577, 34.63187188542354, 35.24040609085027, 34.53226134735484]",0
"[35.51754933057483, 34.3470699422451, 35.41569640041837, 34.951004316314695, 35.47228692989037]",0
"[34.812933962317935, 34.92351172779081, 37.68756742115484, 61.984578977397845, 37.76780954861235]",1
"[34.98200829618722, 35.60823029846909, 53.5245373098808, 37.7661222393148, 35.13897560603701]",1
"[35.25556896972521, 35.49706268725272, 34.64901446418894, 35.13743964252021, 34.51907013019286]",0
"[35.16375300364918, 35.79552006169473, 34.779726828187435, 34.720975198075365, 35.41919177620691]",0
"[34.48683670547794, 35.4262083691892, 34.95410243403603, 35.099738064714, 34.9272919652696]",0
"[34.59851816929325, 34.85494758106909, 35.182420934498445, 35.43933698533356, 34.543911104009474]",0
"[34.64973030328342, 35.21496031860793, 34.96676529924513, 35.10505791713558, 33.928345108996574]",0
"[35.237093410798536, 35.0130620771191, 35.279023523196976, 35.14865106557663, 34.697073115884294]",0
"[63.88616985256026, 37.379968233792454, 34.498170137736814, 35.50444970898247, 34.53213104750678]",1
"[35.315330026654095, 34.96986227894566, 34.743938827959106, 34.78505610760346, 35.35585405803904]",0
"[35.187205974126584, 34.51280932877288, 35.38511056071935, 34.86198735352556, 35.11267150552413]",0
"[34.44207286945314, 34.88719953634218, 35.47861883254437, 34.98309736590006, 35.43973420092293]",0
"[36.65415246548377, 56.307833695089954, 37.589646102984375, 35.25986823650064, 34.294578923638284]",1
"[35.24585190486313, 34.32187374196689, 35.155044357520225, 34.8477173981758, 34.86636638257395]",0
"[35.96391998386086, 34.80966477605951, 35.40338963911568, 34.87594928180693, 35.4059699522721]",0
"[34.99216475414124, 34.21572733157338, 34.61133894331075, 35.082682381692415, 34.5922289428198]",0
"[34.85681234882421, 34.968414310564974, 35.02661780267458, 35.22702020661925, 34.85752490925665]",0
"[35.10031824564983, 35.21675628913626, 34.92194727633574, 34.46130408645638, 34.77186911146949]",0
"[35.367314100409246, 35.150473724809984, 34.516489331455766, 35.21231715998477, 35.336216105912136]",0
"[35.37155689946902, 35.40506490921318, 34.953689186249996, 35.268377987255235, 34.68575686878249]",0
"[35.02547144001186, 35.63077376741985, 36.448375209132124, 52.3522365729929, 36.54405340932783]",1
"[34.833217819898074, 35.13747537964009, 35.40710023635698, 35.23743941961532, 35.18512057965182]",0
"[34.51327535795071, 35.18050056493179, 35.06683676346661, 34.43388660713078, 35.36558605288908]",0
"[34.679053827508646, 34.570449763137454, 35.370293089308156, 37.063886366865745, 53.46094025537299]",1
"[35.24607704216161, 35.09586248762734, 34.797572441683684, 35.595965978556464, 34.855098904355465]",0
"[35.118406615604094, 35.21961030540267, 35.46420741715569, 34.8148542679712, 35.001110024021735]",0
"[34.74498420459422, 35.95394847703568, 35.147950941476545, 34.405785540024155, 35.04742183028247]",0
"[34.642340964901706, 34.49430884545817, 35.32516059439265, 35.02864549737286, 34.62344857553583]",0
"[35.170460853480314, 34.9278257600779, 34.57559253734894, 33.932976879493815, 35.35715270509676]",0
"[34.88752396884572, 34.81768444234897, 35.09685236835931, 34.664539830663415, 35.11028450579498]",0
"[34.942708672280595, 35.44093607401892, 35.1979916427565, 34.70190749074417, 34.66073901508319]",0
"[35.28813324534453, 35.046566633455924, 34.83621102405918, 34.64584785970489, 34.83345417516928]",0
"[35.135722836437374, 34.657211306489174, 35.68402090434613, 34.73464859953728, 35.10411519323697]",0
"[34.128252656753546, 34.56792586472109, 35.15530021678168, 35.075977630922566, 35.391074530671254]",0
"[34.70501897581724, 34.69361887956775, 34.10693138239479, 34.48635106316853, 34.90564181661913]",0
"[34.75397200606501, 35.42334198105023, 34.71844954386204, 35.141726393880006, 34.800836772710475]",0
"[34.47234682321891, 35.077257079334835, 35.77852704589546, 61.37973644153323, 36.54466280358691]",1
"[35.43592009669578, 34.96960535506122, 34.785175457188664, 35.71284861467067, 35.051149825316216]",0
"[34.41955065196363, 35.056371273287645, 34.8261579008078, 35.20932574535001, 35.25208116166631]",0
"[37.43889987795434, 64.30484435534429, 36.89346925771306, 35.68275530189737, 34.638846139893204]",1
"[35.822182043428654, 35.386565343380546, 35.19866380915529, 35.359733627520505, 35.00574914838113]",0
"[35.31636866721658, 35.799385840925325, 35.42640600298589, 34.84310238689411, 34.61296110944062]",0
"[34.577428724017516, 33.759134042522376, 34.932122414454966, 35.079470100280254, 34.90038585912998]",0
"[34.63396630191705, 34.72589122377332, 34.60509913637822, 35.158829955206635, 35.25631749162991]",0
"[35.210697841532955, 33.993826278983974, 35.11214476020314, 36.09311612311564, 52.64598715136839]",1
"[35.03088684304225, 34.822693871759625, 37.16425179603134, 51.277699160055235, 36.86732147082043]",1
"[34.77017354601058, 34.995087385408546, 34.65853983847847, 35.765711990773944, 35.258891195218766]",0
"[34.685147809727226, 35.673182170614446, 35.23516374937157, 35.0931604026065, 35.08510294200326]",0
"[34.643707049643936, 34.610012300778216, 34.97021358480105, 35.23369848972752, 34.95932760484259]",0
"[35.431631347988734, 34.91603643912424, 34.76314802411269, 35.08454822975673, 35.93348611276706]",0
"[34.78928307703585, 35.46723377290391, 35.70112721936282, 34.591201139822985, 34.8650318450779]",0
"[34.5475183395584, 35.21341833564218, 34.695206446856645, 35.96732535990134, 35.41882140588628]",0
"[35.062814434598714, 34.50213991622681, 35.182030793047204, 35.110917851184404, 34.80218560054095]",0
"[34.83076051206825, 34.76866872465975, 35.52006131058447, 34.390354233922245, 35.20147378705771]",0
"[35.89097231204304, 35.12542491611021, 35.63015987072369, 35.006736688154966, 34.4965282255674]",0
"[35.3362503865145, 34.464787178352324, 35.36027510146041, 35.10660573144422, 34.75831652704835]",0
"[35.274081349786194, 34.45438502710023, 34.707017601188504, 34.99228140805381, 35.14460857672548]",0
"[34.93434400701636, 35.13673920047828, 34.08358468837696, 34.68140560054155, 35.52522580515074]",0
"[34.952293191678784, 35.07449501264848, 34.332122228434464, 34.544899880878035, 34.576913257093224]",0
"[34.84148003653402, 35.854578218397904, 35.336379019777546, 35.139412816338, 35.270472555675305]",0
"[55.25610907616597, 37.41887559572182, 34.587308001139476, 34.578731020446746, 34.768539614586494]",1
"[35.19006202987226, 35.17500744260782, 35.00335051306817, 34.96452687815357, 35.04417234968501]",0
"[35.33560435050121, 34.77829930036461, 35.05850953878882, 35.09301918674037, 34.57938266503485]",0
"[35.37401470890432, 35.62249378358764, 34.97347326086681, 34.09532386497861, 35.389110777880354]",0
"[35.36352537164378, 35.437723385163395, 34.719997981705035, 35.08277752554241, 34.363217897745805]",0
"[35.17416153802039, 35.19435248068688, 35.428297590050676, 35.82103377071751, 34.40133631680557]",0
"[35.56277164705123, 35.12043989202696, 34.561469976495346, 34.75535638227427, 35.440665139553985]",0
"[34.56562835814441, 34.42344997277383, 34.99548636692077, 33.97366447850557, 35.383364293839925]",0
"[35.33390251101551, 35.67219707170745, 37.324061600705676, 50.677247809416066, 37.77478098908222]",1
"[34.48222017499396, 35.0959773110966, 34.68374294452604, 35.002212105691264, 35.28356001746827]",0
"[35.09056671108176, 35.10578850324025, 33.99324068995773, 35.40932543214277, 35.19942840851497]",0
"[35.49766449677082, 34.757000431242524, 35.22316891091478, 35.40766142655482, 35.270518761816476]",0
"[34.64781337870775, 35.082957903550536, 34.690962111412404, 35.03733848902743, 35.193506813209446]",0
"[35.593424808907955, 34.390115877825814, 34.96579220523371, 34.779237198400395, 34.95358617038601]",0
"[34.5452576484978, 35.32849073271142, 35.23771000840731, 35.794305756468226, 34.74284095892297]",0
"[38.306142797165776, 61.7031522203563, 36.38574379740534, 34.30731264251346, 35.141710628477654]",1
"[34.660536592706684, 35.05358994081292, 34.800043295057534, 34.776065332923274, 35.4473021861815]",0
"[35.35175419354379, 34.917073662598966, 35.67756256432917, 35.21476283998124, 34.986604291064374]",0
"[35.42563479552727, 35.255205205455404, 34.89814149012324, 35.23175346097355, 34.592598814339965]",0
"[35.15179393778917, 34.87253189949391, 35.6795358228599, 50.85657921946903, 36.59879495594672]",1
"[35.140676617149495, 35.53252799941783, 34.35211351600022, 35.3987375273227, 35.4709777049217]",0
"[35.404010478254484, 35.17545088271313, 34.53217305168044, 34.57389612291203, 35.37343935268234]",0
"[34.931664822984565, 35.39275136519374, 34.46754276299766, 34.69390857751042, 34.7229271817448]",0
"[55.658980406635884, 37.476191105453125, 34.51841244337673, 35.34688550648835, 34.596479879916195]",1
"[54.18650308640217, 35.615252759197055, 34.846149464346034, 34.662751555357985, 35.057006267197764]",1
"[35.45559319867078, 35.17565443681084, 35.33668408672207, 34.174701013015905, 35.18334226478366]",0
"[35.23381653596283, 34.73026991574128, 34.98756893812294, 35.4748695872934, 35.396938270650374]",0
"[35.21706720266835, 35.4959939633835, 34.9571587239436, 35.443655123550215, 35.60787938064926]",0
"[34.99068797595249, 35.24989474210333, 34.91388595528696, 34.8374523858606, 35.33152552134476]",0
"[35.25887405167117, 34.97686818104497, 34.924434107460975, 35.918599694162936, 35.685439980644176]",0
"[34.90854706540822, 37.191012851799115, 65.16164228410636, 37.38566545675331, 35.08886176165001]",1
"[35.380800237744175, 35.2749014484228, 35.250763379272826, 35.02968009372301, 35.06655966521992]",0
"[34.899110316350914, 34.95936826868345, 34.52047605586303, 35.086101786049696, 35.199089842403694]",0
"[35.18410128956792, 35.95030892589436, 34.28596110737845, 35.03725131743475, 34.88926996515985]",0
"[35.41874030453073, 34.64043748040207, 34.70494865366255, 34.63026324371888, 35.05207556128338]",0
"[34.6494966283045, 35.61856484039343, 35.20957321756842, 34.94267770995103, 34.803004677201656]",0
"[35.04509726083384, 35.07161318732585, 34.86408281087835, 34.87107586383047, 34.50344216132202]",0
"[34.88385226483583, 35.34329893153825, 35.04309025090395, 35.248503301407595, 34.39936731285346]",0
"[34.90230316378724, 35.22444243597108, 34.551791312481534, 35.021037128872514, 35.12815120372021]",0
"[34.787625132676006, 35.3587431287604, 34.99306614016613, 35.65524645315337, 34.25584532334126]",0
"[35.57242551439571, 34.43227882857955, 34.715313552278396, 34.972581045063926, 34.763847242431694]",0
"[35.882696861895276, 34.37842425774803, 34.57052597360772, 34.84342576964566, 34.70422033302079]",0
"[35.311023423686436, 35.411235191179436, 34.515803480086085, 35.11781900629735, 35.076783410162896]",0
"[34.88131418446124, 34.64126106753609, 34.391357733935706, 34.57184479538964, 34.37167148402331]",0
"[35.17692208924327, 35.089947655966306, 35.04897769265367, 37.54359914125859, 58.49479097914311]",1
"[35.19158518846607, 35.190320207301525, 34.64904763161104, 35.090700530783664, 34.81577226318556]",0
"[35.152197305109375, 35.24043982250472, 37.030969757083355, 64.84187826187996, 36.032207375651254]",1
"[35.60054666759271, 34.95292835947571, 34.809359840039114, 35.221916245599616, 35.48960784412047]",0
"[34.87683262218731, 34.536687665862246, 35.145778075052334, 34.71241447423222, 35.079925709578]",0
"[35.35795514306477, 35.30778757926163, 34.794213719615676, 35.61913264054851, 35.42989479329626]",0
"[35.12697204786168, 34.44136397832164, 34.747991437784705, 35.193664851570105, 34.67389772859555]",0
"[35.3861521841721, 34.8672800782032, 35.4084285595315, 35.38655172831194, 34.92729497806845]",0
"[34.921132041607095, 34.90543809096565, 34.7008861189463, 34.75098497807519, 34.99932515303048]",0
"[35.256390592255975, 34.32434894252276, 34.92663929327362, 35.23507388365118, 34.38816826323407]",0
"[53.64791133141182, 37.366569271447055, 34.75972942613012, 34.45787809791026, 34.27814493308795]",1
"[35.3827929987728, 34.215739239373676, 35.61627623144914, 34.74703270122906, 35.12030614833559]",0
"[34.88453940686115, 35.32861232438756, 34.640635406021296, 35.71666587278124, 34.8172849969288]",0
"[34.70111151143538, 34.77047399864584, 34.74865500422142, 35.83271147026622, 35.65166575751519]",0
"[34.975106335224076, 34.48048501812838, 35.18439577480813, 34.990691580270024, 34.934150785098545]",0
"[35.239265923571324, 35.22967660654174, 34.69440003699733, 35.56062956469675, 35.08409059344323]",0
"[35.31760372758775, 34.50420696488505, 35.30142432742405, 34.61492887721926, 34.90995304988189]",0
"[34.454623911638514, 34.944212274541776, 35.45856871132813, 34.366358899723835, 34.9025154003033]",0
"[34.89184160652691, 34.98203590870781, 35.15213120093479, 34.99957708092442, 35.1459474775967]",0
"[34.976150204486295, 35.1232075233209, 35.22338447669315, 34.19445383713021, 36.000359724284635]",0
"[35.80154142279721, 34.9436466183028, 34.993755599903025, 35.497345922858415, 34.44125217471311]",0
"[55.666822508217265, 37.21776145619468, 34.422679649226545, 34.95995794332237, 34.970925031926434]",1
"[34.97222182573638, 34.51704819754666, 35.66566353840492, 34.07588421806016, 35.02486260028545]",0
"[35.58479022740775, 36.22401547639276, 58.060848113301375, 36.78502815756124, 34.968176937630105]",1
"[34.64831226390021, 34.728794829323576, 35.22349582153615, 34.34259452529085, 34.8584348180659]",0
"[34.924432549864136, 34.746118393558326, 35.189902966186494, 35.28160536204462, 35.4865325331962]",0
"[34.45415544405754, 35.01976011046759, 34.9517232563252, 34.56994836624178, 34.84188909082621]",0
"[35.179357951409294, 35.1839397337075, 35.01110743222871, 35.045442265309596, 34.772537530575164]",0
"[34.246096679189165, 35.06267850588798, 34.986682464850034, 35.108046405989086, 35.222070568257905]",0
"[35.06356524559185, 34.91051112771781, 34.81984702787338, 34.93836157118703, 35.92779038674565]",0
"[34.92129596558744, 34.83870914136459, 35.114649516012015, 35.02519155717721, 34.801049601728636]",0
"[35.03870550119496, 35.41306564772073, 34.6337942672126, 34.971747745339805, 35.61237100850729]",0
"[35.072903609159674, 35.0753598706444, 35.472357827312294, 35.17008882685701, 34.78117567998728]",0
"[34.50057368424719, 34.626746868976866, 35.35367834257673, 35.00515464008813, 35.28208328023067]",0
"[35.264693239020154, 35.32080662660847, 35.3030579970366, 37.66054324948845, 58.85808069405575]",1
"[35.15529724154324, 36.06691907450765, 35.159224526878745, 35.5155137335083, 34.90865003496642]",0
"[34.45285658861954, 34.86858101427845, 34.611346351039465, 35.180563878035144, 34.65629915113082]",0
"[35.017730672483886, 34.82145533443475, 34.73437012679726, 34.96625888747341, 35.166671110624264]",0
"[35.31499615393721, 35.151204737103164, 34.925952631582106, 35.48205109068815, 35.149233904187966]",0
"[34.673775019189144, 34.86582158433826, 34.52691767924209, 35.37319985423708, 35.221107982323005]",0
"[35.07895051270472, 34.30072314309371, 35.493165644112, 35.292358036235285, 34.55770458762441]",0
"[35.59390938276644, 35.1597528644251, 35.189448412309005, 35.310016005410404, 34.652979536449386]",0
"[34.956436844612256, 37.64275696597545, 51.81879634359059, 37.3978270438006, 35.36898607163428]",1
"[34.995595173103986, 35.38994946834704, 35.60372366479596, 34.160202934867385, 34.84882623741363]",0
"[34.14512686590065, 35.05606254541822, 34.84139837663983, 34.63461215945894, 35.39751614909721]",0
"[35.45731361963728, 34.30404758528731, 34.48362965738532, 35.72504527950382, 34.89871043876968]",0
"[35.49307757575851, 34.783178063854194, 36.90403252104947, 61.04247069757537, 36.27853554575502]",1
"[35.736781803913004, 34.55132935377345, 34.823865567202326, 35.05188325133822, 35.08372919802282]",0
"[35.39465112172027, 35.51925888532095, 34.595962862382414, 34.8876818937294, 35.4472143345245]",0
"[34.883892792024696, 34.05451804078253, 34.54732503242541, 34.759398926520355, 34.886129660851616]",0
"[35.4032302481024, 35.14166202420417, 35.1202193948679, 34.95967182290763, 35.08421241292294]",0
"[35.38728224640677, 35.13650022844295, 34.92520049351328, 34.70808147284814, 35.22787134820012]",0
"[35.08551638702516, 35.00755005008003, 35.214454255606185, 35.10281012278689, 34.566589134189286]",0
"[35.13713305854918, 35.167218505498525, 35.5442820164504, 37.48465623686932, 61.58548119476677]",1
"[35.47273390799267, 34.610391246869774, 35.53803456498474, 35.36587595925782, 34.80847937515793]",0
"[35.11472506602412, 34.843907778572465, 35.239929325386306, 34.960646929709704, 36.35428606237246]",0
"[35.51939274091946, 35.56486199377588, 34.90627814574657, 35.1810984150803, 34.758115928953025]",0
"[35.25350614331973, 34.93358226441603, 35.126005608729, 34.72347044635452, 34.32159158996691]",0
"[34.86342003737346, 35.14550225890959, 34.912944634965584, 34.8511616296899, 34.962296338979534]",0
"[35.85560799557843, 33.99755055170405, 34.61719925902077, 35.01601972179613, 35.23402413765724]",0
"[34.139941768115335, 35.70892496018284, 35.15857156271373, 34.66504491883394, 34.58225295173898]",0
"[35.38754365117252, 35.05984652765263, 34.443150425008675, 34.96883635966297, 35.54396781106674]",0
"[34.34030065672857, 35.9152979643895, 35.079179404575825, 35.030758085401295, 34.69812173827003]",0
"[34.05509841097304, 34.98743351485888, 34.89328315182665, 34.96942531613845, 34.46903650719868]",0
"[35.09129827799464, 35.00949155386104, 34.604180294251556, 35.119694586131004, 35.021582415318655]",0
"[35.38356000553075, 34.99724694544849, 34.65591692580339, 35.39936394640212, 34.777071771763175]",0
"[35.10371774763744, 35.11807292635889, 37.916851685311606, 64.36504710595611, 37.72094364479503]",1
"[59.36177788613763, 36.408163900494074, 35.65389403615099, 34.76549020357329, 35.161770645905165]",1
"[34.38114396957548, 35.533520084099585, 35.10190424419507, 34.71460368839198, 34.52292436573738]",0
"[35.560545858105385, 34.40363593457791, 35.01900230467981, 34.6403046710672, 34.94103730682666]",0
"[37.659204844458834, 52.40960690914732, 37.90448974978074, 35.33651482972562, 35.38594679855959]",1
"[34.291898603930235, 34.24473598307592, 35.39430168564037, 34.97700489308596, 35.57926525984803]",0
"[34.66833246559592, 35.36832321248072, 34.7342572698666, 34.73713692704882, 35.43765323542433]",0
"[35.25779454623716, 35.52541599250132, 34.61475691058257, 35.130891152217764, 34.966830733623034]",0
"[35.24702344886017, 34.75013593657582, 35.39418608476783, 35.28649528028916, 35.228329348757825]",0
"[35.18231179215362, 35.09213525368765, 35.210591975240874, 34.32679079615041, 34.812350661060876]",0
"[34.280480345594235, 34.744466640916485, 36.97576590228755, 57.445964852269384, 37.07047983899444]",1
"[34.664350380678805, 34.75317656069837, 34.90130788119953, 35.025843028667005, 34.87181967710446]",0
"[34.59504059001234, 34.442509902118466, 34.938827069332746, 34.88940602947166, 35.21181743052897]",0
"[35.2270295544352, 34.97300323467452, 34.6132600378474, 35.42078080996288, 35.292319247948356]",0
"[34.878451187741135, 35.82905029899815, 56.56937383382348, 37.31946802209109, 34.253358871269846]",1
"[35.399872498174, 35.236103724926394, 35.17344351518481, 34.523548100546215, 35.44576059811373]",0
"[35.19469407695421, 35.08517177386756, 35.99987687680093, 34.7939022916412, 34.818571306134686]",0
"[36.13571512072945, 35.501358269563724, 36.690304689936866, 54.69060493022788, 36.67269380527734]",1
"[34.31786728191286, 35.02577527016036, 34.950430363850145, 34.7311018341294, 35.16038387089024]",0
"[35.68226566430155, 34.79865350365474, 35.01439327388805, 34.93017152340572, 34.25909626259446]",0
"[35.78242692156169, 35.19802512533934, 34.83178051973989, 36.73571852316074, 55.67469373163745]",1
"[36.523396750645695, 57.602699199194504, 37.039580948869784, 34.36077578136115, 35.33217443593037]",1
"[34.66514473352959, 35.52325381147851, 34.73734995485592, 35.3087745186911, 35.50326467481084]",0
"[35.08708726424303, 34.21217682872022, 35.0551528930872, 34.681409855467145, 35.27454824193168]",0
"[35.65414798741506, 35.31554604771689, 34.83411011917378, 34.54498784587584, 34.98362739556185]",0
"[35.25865228821446, 35.19392075111692, 35.53495436650635, 34.487959233868104, 35.26605190380716]",0
"[35.32561996318327, 34.88975050003772, 35.101457077575425, 35.4987729943039, 34.92607345279999]",0
